datetime,symbol,exchtime,localtime,last_prc,status,prev_close,open,high,low,high_limited,low_limited,volume,turnover,num_trades,weighted_ask_prc,weighted_bid_prc,total_ask_vol,total_bid_vol,ask_prc1,ask_vol1,bid_prc1,bid_vol1,ask_prc2,ask_vol2,bid_prc2,bid_vol2,ask_prc3,ask_vol3,bid_prc3,bid_vol3,ask_prc4,ask_vol4,bid_prc4,bid_vol4,ask_prc5,ask_vol5,bid_prc5,bid_vol5,ask_prc6,ask_vol6,bid_prc6,bid_vol6,ask_prc7,ask_vol7,bid_prc7,bid_vol7,ask_prc8,ask_vol8,bid_prc8,bid_vol8,ask_prc9,ask_vol9,bid_prc9,bid_vol9,ask_prc10,ask_vol10,bid_prc10,bid_vol10,num
2019-06-11 10:28:00.000,000001.SZ,1.56022E+15,1.56022E+15,12.58,79,12.34,12.34,12.66,12.3,13.57,11.11,54338054,679505996,19149,12.87,12.19,14277826,9061426,12.58,23400,12.57,38503,12.59,162400,12.56,153300,12.6,543600,12.55,131016,12.61,243408,12.54,178173,12.62,333494,12.53,205200,12.63,147900,12.52,618300,12.64,212560,12.51,54100,12.65,655020,12.5,274500,12.66,750060,12.49,71600,12.67,242100,12.48,68200,37174863
2019-06-11 10:28:03.000,000001.SZ,1.56022E+15,1.56022E+15,12.58,79,12.34,12.34,12.66,12.3,13.57,11.11,54367754,679879604,19164,12.87,12.19,14264626,9067726,12.58,5700,12.57,44803,12.59,162400,12.56,153300,12.6,545100,12.55,131016,12.61,243408,12.54,178173,12.62,333594,12.53,205200,12.63,147900,12.52,618300,12.64,212560,12.51,54100,12.65,655020,12.5,274500,12.66,750060,12.49,71600,12.67,242100,12.48,68200,37203956
2019-06-11 10:28:06.000,000001.SZ,1.56022E+15,1.56022E+15,12.57,79,12.34,12.34,12.66,12.3,13.57,11.11,54378154,680010439,19169,12.87,12.19,14259226,9093726,12.59,161700,12.58,23800,12.6,545100,12.57,46903,12.61,243408,12.56,153300,12.62,333594,12.55,131016,12.63,147900,12.54,178173,12.64,212560,12.53,205300,12.65,655020,12.52,618300,12.66,749060,12.51,54100,12.67,242100,12.5,274500,12.68,496020,12.49,71600,37232000
2019-06-11 10:28:09.000,000001.SZ,1.56022E+15,1.56022E+15,12.58,79,12.34,12.34,12.66,12.3,13.57,11.11,54383754,680080887,19172,12.87,12.19,14269526,9118426,12.59,171900,12.58,55100,12.6,545100,12.57,46403,12.61,243408,12.56,153200,12.62,333594,12.55,125016,12.63,147900,12.54,178173,12.64,212560,12.53,205300,12.65,655020,12.52,618300,12.66,749060,12.51,54100,12.67,242100,12.5,274500,12.68,496020,12.49,71600,37257591
2019-06-11 10:28:12.000,000001.SZ,1.56022E+15,1.56022E+15,12.62,79,12.34,12.34,12.66,12.3,13.57,11.11,55383754,692682381,19451,12.89,12.19,13274126,9118526,12.62,294402,12.58,55200,12.63,147900,12.57,46403,12.64,212560,12.56,153200,12.65,658620,12.55,125016,12.66,749660,12.54,178173,12.67,242100,12.53,205300,12.68,496020,12.52,618300,12.69,318500,12.51,54100,12.7,834500,12.5,274500,12.71,131143,12.49,71600,37282854
2019-06-11 10:28:15.000,000001.SZ,1.56022E+15,1.56022E+15,12.58,79,12.34,12.34,12.66,12.3,13.57,11.11,55423054,693176783,19456,12.89,12.19,13342526,9086726,12.6,39600,12.59,4200,12.62,322802,12.58,19000,12.63,147900,12.57,48803,12.64,212560,12.56,153200,12.65,658620,12.55,125016,12.66,749660,12.54,178173,12.67,242100,12.53,205300,12.68,496120,12.52,618300,12.69,318500,12.51,54100,12.7,834500,12.5,274500,37307086
2019-06-11 10:28:18.000,000001.SZ,1.56022E+15,1.56022E+15,12.59,79,12.34,12.34,12.66,12.3,13.57,11.11,55430354,693268690,19461,12.89,12.19,13382926,9079026,12.6,39600,12.59,43500,12.62,322802,12.58,3300,12.63,147900,12.57,48803,12.64,212560,12.56,135300,12.65,658620,12.55,126016,12.66,749660,12.54,173773,12.67,242100,12.53,205300,12.68,496120,12.52,618300,12.69,318500,12.51,54100,12.7,834500,12.5,274500,37331529
2019-06-11 10:28:21.000,000001.SZ,1.56022E+15,1.56022E+15,12.59,79,12.34,12.34,12.66,12.3,13.57,11.11,55439954,693389555,19464,12.89,12.19,13358226,9079526,12.6,41800,12.59,64600,12.62,293102,12.58,4700,12.63,147900,12.57,48803,12.64,212560,12.56,135300,12.65,657820,12.55,141016,12.66,749660,12.54,136773,12.67,242100,12.53,205300,12.68,496120,12.52,618300,12.69,318500,12.51,54100,12.7,834500,12.5,274500,37354886
2019-06-11 10:28:24.000,000001.SZ,1.56022E+15,1.56022E+15,12.59,79,12.34,12.34,12.66,12.3,13.57,11.11,55440454,693395850,19466,12.89,12.19,13358226,9057526,12.6,41800,12.59,64500,12.62,293102,12.58,4700,12.63,147900,12.57,48803,12.64,212560,12.56,135300,12.65,657820,12.55,125116,12.66,749660,12.54,131773,12.67,242100,12.53,205300,12.68,496120,12.52,618300,12.69,318500,12.51,54100,12.7,834500,12.5,274500,37378594
2019-06-11 10:28:27.000,000001.SZ,1.56022E+15,1.56022E+15,12.65,79,12.34,12.34,12.66,12.3,13.57,11.11,56441954,706048859,19824,12.91,12.19,12402526,9064226,12.64,10000,12.62,5400,12.65,385382,12.59,64800,12.66,751660,12.58,4700,12.67,242100,12.57,48803,12.68,496120,12.56,136300,12.69,318500,12.55,125116,12.7,834500,12.54,131773,12.71,131143,12.53,205300,12.72,224442,12.52,618300,12.73,205800,12.51,54100,37401560
2019-06-11 10:28:30.000,000001.SZ,1.56022E+15,1.56022E+15,12.64,79,12.34,12.34,12.66,12.3,13.57,11.11,56468854,706388717,19833,12.91,12.2,12359426,9267323,12.65,354682,12.64,223000,12.66,749160,12.62,1100,12.67,242100,12.6,600,12.68,496120,12.59,65500,12.69,318500,12.58,4700,12.7,834500,12.57,33400,12.71,131143,12.56,136300,12.72,224442,12.55,124116,12.73,205800,12.54,131273,12.74,86400,12.53,205300,37425808
2019-06-11 10:28:33.000,000001.SZ,1.56022E+15,1.56022E+15,12.65,79,12.34,12.34,12.66,12.3,13.57,11.11,56552454,707445435,19858,12.91,12.2,12433526,9221523,12.65,427782,12.64,179800,12.66,750160,12.63,2000,12.67,242100,12.62,800,12.68,496120,12.6,5400,12.69,318500,12.59,66400,12.7,834500,12.58,4700,12.71,131143,12.57,43400,12.72,224442,12.56,136300,12.73,205800,12.55,115216,12.74,86400,12.54,130273,37450579
2019-06-11 10:28:36.000,000001.SZ,1.56022E+15,1.56022E+15,12.65,79,12.34,12.34,12.66,12.3,13.57,11.11,56613754,708220292,19870,12.91,12.19,12434026,9144723,12.65,430682,12.64,120100,12.66,744760,12.63,2000,12.67,242100,12.62,800,12.68,496120,12.6,6400,12.69,318500,12.59,47400,12.7,834500,12.58,4600,12.71,131143,12.57,44400,12.72,224442,12.56,136300,12.73,205800,12.55,115216,12.74,86400,12.54,130273,37474659
2019-06-11 10:28:39.000,000001.SZ,1.56022E+15,1.56022E+15,12.65,79,12.34,12.34,12.66,12.3,13.57,11.11,56842854,711117587,19973,12.91,12.19,12285026,9070323,12.65,284482,12.64,39900,12.66,744260,12.62,800,12.67,239800,12.6,7400,12.68,496120,12.59,47400,12.69,318500,12.58,11400,12.7,834500,12.57,44400,12.71,131143,12.56,136300,12.72,224442,12.55,115216,12.73,205800,12.54,130273,12.74,86400,12.53,195300,37497824
2019-06-11 10:28:42.000,000001.SZ,1.56022E+15,1.56022E+15,12.65,79,12.34,12.34,12.66,12.3,13.57,11.11,56900554,711847362,20003,12.91,12.19,12238426,9051023,12.65,240182,12.64,27100,12.66,743060,12.62,800,12.67,239800,12.6,7500,12.68,495520,12.59,47400,12.69,318500,12.58,11400,12.7,833500,12.57,44400,12.71,131143,12.56,136300,12.72,224442,12.55,113716,12.73,205800,12.54,130273,12.74,86400,12.53,192100,37522269
2019-06-11 10:28:45.000,000001.SZ,1.56022E+15,1.56022E+15,12.65,79,12.34,12.34,12.66,12.3,13.57,11.11,57177736,715353595,20103,12.92,12.2,11989944,9194841,12.66,734160,12.65,156618,12.67,239800,12.64,20900,12.68,496920,12.62,800,12.69,318500,12.6,7500,12.7,833200,12.59,47400,12.71,131143,12.58,4600,12.72,224442,12.57,44400,12.73,205800,12.56,136500,12.74,86400,12.55,113716,12.75,477000,12.54,130273,37545453
2019-06-11 10:28:48.000,000001.SZ,1.56022E+15,1.56022E+15,12.65,79,12.34,12.34,12.66,12.3,13.57,11.11,57251336,716284639,20114,12.92,12.19,11988844,9136441,12.66,732160,12.65,114118,12.67,239800,12.64,14600,12.68,498720,12.62,800,12.69,318500,12.6,10500,12.7,833200,12.59,41800,12.71,131143,12.58,4600,12.72,224442,12.57,44400,12.73,200800,12.56,131200,12.74,86400,12.55,112016,12.75,477000,12.54,130273,37568426
2019-06-11 10:28:51.000,000001.SZ,1.56022E+15,1.56022E+15,12.65,79,12.34,12.34,12.66,12.3,13.57,11.11,57370354,717790215,20138,12.92,12.19,12149226,9031323,12.65,91182,12.64,14600,12.66,799360,12.62,800,12.67,240800,12.6,10000,12.68,498720,12.59,41800,12.69,318500,12.58,4600,12.7,833200,12.57,44400,12.71,131143,12.56,131200,12.72,224442,12.55,132016,12.73,200800,12.54,130273,12.74,86400,12.53,192100,37591725
2019-06-11 10:28:54.000,000001.SZ,1.56022E+15,1.56022E+15,12.64,79,12.34,12.34,12.66,12.3,13.57,11.11,57391954,718063286,20159,12.91,12.19,12233726,9026823,12.64,80300,12.62,800,12.65,96582,12.6,23200,12.66,797860,12.59,41800,12.67,236500,12.58,4600,12.68,498720,12.57,41500,12.69,319500,12.56,131200,12.7,839800,12.55,131816,12.71,131143,12.54,130273,12.72,224442,12.53,192100,12.73,200800,12.52,618300,37615460
2019-06-11 10:28:57.000,000001.SZ,1.56022E+15,1.56022E+15,12.64,79,12.34,12.34,12.66,12.3,13.57,11.11,57396654,718122690,20164,12.91,12.19,12263926,8990123,12.64,133900,12.62,100,12.65,178182,12.6,21600,12.66,727760,12.59,32400,12.67,196500,12.58,4600,12.68,500320,12.57,26000,12.69,320500,12.56,124100,12.7,839800,12.55,131016,12.71,131143,12.54,130273,12.72,226942,12.53,192100,12.73,200800,12.52,618300,37638485
2019-06-11 10:29:00.000,000001.SZ,1.56022E+15,1.56022E+15,12.62,79,12.34,12.34,12.66,12.3,13.57,11.11,57399354,718156811,20169,12.91,12.19,12310726,8987823,12.62,1200,12.6,21600,12.64,132100,12.59,33200,12.65,215182,12.58,4600,12.66,733260,12.57,22000,12.67,196100,12.56,124100,12.68,498720,12.55,132016,12.69,320500,12.54,130273,12.7,839800,12.53,192100,12.71,131143,12.52,618300,12.72,226942,12.51,54100,37660610
2019-06-11 10:29:03.000,000001.SZ,1.56022E+15,1.56022E+15,12.62,79,12.34,12.34,12.66,12.3,13.57,11.11,57401154,718179527,20173,12.91,12.19,12280526,8985123,12.62,19200,12.61,200,12.64,74400,12.6,21800,12.65,221982,12.59,33200,12.66,733260,12.58,5400,12.67,196100,12.57,22000,12.68,499220,12.56,124100,12.69,320500,12.55,130016,12.7,842400,12.54,130273,12.71,132143,12.53,190100,12.72,226942,12.52,618300,37684677
2019-06-11 10:29:06.000,000001.SZ,1.56022E+15,1.56022E+15,12.61,79,12.34,12.34,12.66,12.3,13.57,11.11,57401254,718180788,20174,12.91,12.19,12273426,9087723,12.62,21200,12.61,100300,12.64,46700,12.6,21800,12.65,230482,12.59,33200,12.66,744160,12.58,5400,12.67,196100,12.57,24000,12.68,498720,12.56,124100,12.69,320500,12.55,130016,12.7,847400,12.54,130273,12.71,130143,12.53,190100,12.72,221942,12.52,618300,37708959
2019-06-11 10:29:09.000,000001.SZ,1.56022E+15,1.56022E+15,12.62,79,12.34,12.34,12.66,12.3,13.57,11.11,57434154,718596199,20191,12.91,12.19,12252726,9099423,12.62,34700,12.61,100500,12.64,5800,12.6,29300,12.65,233082,12.59,33200,12.66,744160,12.58,5400,12.67,196100,12.57,24000,12.68,498620,12.56,124100,12.69,320500,12.55,130016,12.7,846600,12.54,130273,12.71,130143,12.53,190100,12.72,221942,12.52,618300,37731873
2019-06-11 10:29:12.000,000001.SZ,1.56022E+15,1.56022E+15,12.62,79,12.34,12.34,12.66,12.3,13.57,11.11,57465154,718987417,20198,12.91,12.19,12292326,9103923,12.62,6200,12.61,100300,12.64,10600,12.6,29500,12.65,278282,12.59,33200,12.66,760660,12.58,5400,12.67,196100,12.57,24000,12.68,498620,12.56,134100,12.69,320500,12.55,130016,12.7,846600,12.54,127273,12.71,130143,12.53,190100,12.72,221942,12.52,618300,37755026
2019-06-11 10:29:15.000,000001.SZ,1.56022E+15,1.56022E+15,12.62,79,12.34,12.34,12.66,12.3,13.57,11.11,57470354,719053039,20206,12.91,12.19,12356826,9107623,12.62,2400,12.61,100400,12.63,35000,12.6,30000,12.64,10900,12.59,33200,12.65,294582,12.58,6900,12.66,760860,12.57,25600,12.67,196100,12.56,134100,12.68,502620,12.55,130016,12.69,327500,12.54,127273,12.7,851100,12.53,190100,12.71,130143,12.52,618300,37777853
2019-06-11 10:29:18.000,000001.SZ,1.56022E+15,1.56022E+15,12.62,79,12.34,12.34,12.66,12.3,13.57,11.11,57480954,719186711,20209,12.91,12.19,12408526,9102923,12.62,7300,12.61,91300,12.63,35000,12.6,32600,12.64,22600,12.59,33200,12.65,317982,12.58,6900,12.66,770960,12.57,25600,12.67,196100,12.56,134100,12.68,496520,12.55,130216,12.69,328500,12.54,127773,12.7,851200,12.53,190100,12.71,132743,12.52,618300,37801316
2019-06-11 10:29:21.000,000001.SZ,1.56022E+15,1.56022E+15,12.62,79,12.34,12.34,12.66,12.3,13.57,11.11,57502854,719462889,20217,12.91,12.19,12425526,9103223,12.62,7500,12.61,74200,12.63,35000,12.6,51400,12.64,24600,12.59,33200,12.65,319282,12.58,7100,12.66,776860,12.57,25600,12.67,196100,12.56,135100,12.68,496820,12.55,130216,12.69,328500,12.54,127273,12.7,858200,12.53,189700,12.71,132743,12.52,618300,37824328
2019-06-11 10:29:24.000,000001.SZ,1.56022E+15,1.56022E+15,12.62,79,12.34,12.34,12.66,12.3,13.57,11.11,57504054,719478026,20220,12.91,12.19,12432426,9118623,12.62,7800,12.61,73500,12.63,36900,12.6,46500,12.64,24600,12.59,33200,12.65,320982,12.58,7900,12.66,777360,12.57,25600,12.67,196600,12.56,145100,12.68,496320,12.55,140216,12.69,328800,12.54,127273,12.7,858500,12.53,189700,12.71,132743,12.52,618300,37846252
2019-06-11 10:29:27.000,000001.SZ,1.56022E+15,1.56022E+15,12.61,79,12.34,12.34,12.66,12.3,13.57,11.11,57586654,720519604,20231,12.91,12.19,12593826,8991623,12.61,98200,12.6,45700,12.62,9200,12.59,33200,12.63,36900,12.58,7900,12.64,27100,12.57,25600,12.65,322782,12.56,145100,12.66,767360,12.55,140216,12.67,196600,12.54,127273,12.68,496620,12.53,189700,12.69,328800,12.52,618300,12.7,858500,12.51,54100,37868259
2019-06-11 10:29:30.000,000001.SZ,1.56022E+15,1.56022E+15,12.6,79,12.34,12.34,12.66,12.3,13.57,11.11,57671154,721585117,20241,12.91,12.19,12538726,8989923,12.61,17300,12.6,43500,12.62,21400,12.59,33200,12.63,38400,12.58,8000,12.64,37100,12.57,25600,12.65,320982,12.56,145100,12.66,767960,12.55,140616,12.67,197100,12.54,127273,12.68,496620,12.53,190700,12.69,329200,12.52,618300,12.7,858500,12.51,54100,37890728
2019-06-11 10:29:33.000,000001.SZ,1.56022E+15,1.56022E+15,12.61,79,12.34,12.34,12.66,12.3,13.57,11.11,57675654,721641846,20249,12.91,12.19,12555926,8989423,12.61,33900,12.6,42100,12.62,22900,12.59,33600,12.63,38400,12.58,8100,12.64,39700,12.57,25600,12.65,327282,12.56,145100,12.66,767960,12.55,140416,12.67,197100,12.54,127273,12.68,496620,12.53,190700,12.69,330200,12.52,618300,12.7,858500,12.51,54100,37914587
2019-06-11 10:29:36.000,000001.SZ,1.56022E+15,1.56022E+15,12.6,79,12.34,12.34,12.66,12.3,13.57,11.11,57675954,721645628,20251,12.91,12.19,12554926,8996323,12.61,33700,12.6,41400,12.62,22900,12.59,33600,12.63,38400,12.58,8400,12.64,41200,12.57,35900,12.65,328582,12.56,145100,12.66,767960,12.55,140416,12.67,197100,12.54,127273,12.68,496620,12.53,189700,12.69,330200,12.52,618300,12.7,858500,12.51,54100,37937521
2019-06-11 10:29:39.000,000001.SZ,1.56022E+15,1.56022E+15,12.6,79,12.34,12.34,12.66,12.3,13.57,11.11,57681954,721721233,20256,12.91,12.19,12572474,8994323,12.61,33200,12.6,36100,12.62,23600,12.59,33600,12.63,43900,12.58,12500,12.64,45000,12.57,35800,12.65,328982,12.56,145100,12.66,768960,12.55,140416,12.67,197100,12.54,127273,12.68,496868,12.53,189700,12.69,330000,12.52,618300,12.7,863500,12.51,54100,37959626
2019-06-11 10:29:42.000,000001.SZ,1.56022E+15,1.56022E+15,12.6,79,12.34,12.34,12.66,12.3,13.57,11.11,57685354,721764078,20260,12.91,12.19,12508474,9005023,12.61,32700,12.6,45800,12.62,23600,12.59,33600,12.63,43900,12.58,13500,12.64,47000,12.57,35800,12.65,258682,12.56,145100,12.66,769060,12.55,140416,12.67,197100,12.54,127273,12.68,496868,12.53,189700,12.69,327000,12.52,618300,12.7,863500,12.51,54100,37982616
2019-06-11 10:29:45.000,000001.SZ,1.56022E+15,1.56022E+15,12.6,79,12.34,12.34,12.66,12.3,13.57,11.11,57692354,721852278,20269,12.91,12.19,12536774,8999723,12.61,39400,12.6,39100,12.62,23000,12.59,33600,12.63,43900,12.58,13800,12.64,47000,12.57,35900,12.65,279482,12.56,145100,12.66,769060,12.55,140416,12.67,196600,12.54,127273,12.68,496868,12.53,189700,12.69,328900,12.52,618300,12.7,863500,12.51,55100,38004032
2019-06-11 10:29:48.000,000001.SZ,1.56022E+15,1.56022E+15,12.61,79,12.34,12.34,12.66,12.3,13.57,11.11,57698454,721929168,20276,12.91,12.19,12568374,9001423,12.61,36400,12.6,36000,12.62,23700,12.59,33600,12.63,43900,12.58,13800,12.64,47200,12.57,35900,12.65,276482,12.56,145100,12.66,769060,12.55,140916,12.67,196600,12.54,127273,12.68,498968,12.53,192700,12.69,332500,12.52,618300,12.7,864000,12.51,55100,38028207
2019-06-11 10:29:51.000,000001.SZ,1.56022E+15,1.56022E+15,12.61,79,12.34,12.34,12.66,12.3,13.57,11.11,57720054,722201539,20286,12.91,12.19,12552874,9014623,12.61,15600,12.6,49700,12.62,23700,12.59,33600,12.63,43900,12.58,14300,12.64,48200,12.57,35900,12.65,277482,12.56,145900,12.66,769560,12.55,140916,12.67,196600,12.54,127273,12.68,498968,12.53,192700,12.69,332500,12.52,618300,12.7,864000,12.51,55100,38049970
2019-06-11 10:29:54.000,000001.SZ,1.56022E+15,1.56022E+15,12.61,79,12.34,12.34,12.66,12.3,13.57,11.11,57742254,722481475,20295,12.91,12.19,12545074,9022723,12.62,23700,12.61,7900,12.63,43900,12.6,49500,12.64,48900,12.59,33600,12.65,277982,12.58,14300,12.66,771560,12.57,35900,12.67,196600,12.56,145900,12.68,499968,12.55,140916,12.69,332500,12.54,127273,12.7,864000,12.53,192700,12.71,132743,12.52,618300,38072810
2019-06-11 10:29:57.000,000001.SZ,1.56022E+15,1.56022E+15,12.61,79,12.34,12.34,12.66,12.3,13.57,11.11,57742354,722482736,20296,12.91,12.19,12554774,9036323,12.62,33200,12.61,26900,12.63,43900,12.6,54900,12.64,50900,12.59,33600,12.65,279182,12.58,14300,12.66,771060,12.57,35900,12.67,190400,12.56,145900,12.68,499968,12.55,140916,12.69,332500,12.54,114673,12.7,864000,12.53,193800,12.71,133143,12.52,618300,38094619
2019-06-11 10:30:00.000,000001.SZ,1.56022E+15,1.56022E+15,12.61,79,12.34,12.34,12.66,12.3,13.57,11.11,57745854,722526871,20300,12.91,12.19,12562974,9083323,12.62,33200,12.61,73400,12.63,44200,12.6,54900,12.64,51900,12.59,33600,12.65,279182,12.58,14300,12.66,773660,12.57,35900,12.67,190400,12.56,145900,12.68,504168,12.55,141416,12.69,332500,12.54,114673,12.7,864000,12.53,193800,12.71,133143,12.52,618300,38117761
2019-06-11 10:30:03.000,000001.SZ,1.56022E+15,1.56022E+15,12.62,79,12.34,12.34,12.66,12.3,13.57,11.11,57751554,722598785,20306,12.91,12.19,12565974,9086923,12.62,29900,12.61,76500,12.63,44200,12.6,54500,12.64,52900,12.59,33600,12.65,281582,12.58,14300,12.66,773660,12.57,35900,12.67,190400,12.56,145900,12.68,504168,12.55,142016,12.69,332500,12.54,114673,12.7,864000,12.53,193800,12.71,133143,12.52,618300,38139643
2019-06-11 10:30:06.000,000001.SZ,1.56022E+15,1.56022E+15,12.63,79,12.34,12.34,12.66,12.3,13.57,11.11,57822654,723496457,20330,12.91,12.19,12494774,9091723,12.63,5500,12.61,79600,12.64,53900,12.6,57700,12.65,282982,12.59,33600,12.66,777760,12.58,14300,12.67,190400,12.57,35900,12.68,503168,12.56,145900,12.69,333100,12.55,141016,12.7,864000,12.54,114673,12.71,133143,12.53,193800,12.72,226642,12.52,618300,38163609
2019-06-11 10:30:09.000,000001.SZ,1.56022E+15,1.56022E+15,12.61,79,12.34,12.34,12.66,12.3,13.57,11.11,57831154,723603672,20336,12.91,12.19,12507574,9156523,12.63,13000,12.62,52300,12.64,54400,12.61,74200,12.65,281982,12.6,58200,12.66,777760,12.59,33600,12.67,190700,12.58,14300,12.68,503168,12.57,37400,12.69,333100,12.56,145900,12.7,865000,12.55,141016,12.71,133143,12.54,114673,12.72,226642,12.53,193800,38188077
2019-06-11 10:30:12.000,000001.SZ,1.56022E+15,1.56022E+15,12.62,79,12.34,12.34,12.66,12.3,13.57,11.11,57847654,723811902,20339,12.91,12.19,12525274,9160523,12.63,22100,12.62,52700,12.64,54400,12.61,77400,12.65,282982,12.6,58200,12.66,777760,12.59,33800,12.67,190700,12.58,14300,12.68,503168,12.57,37400,12.69,333100,12.56,145900,12.7,865900,12.55,141016,12.71,133143,12.54,114673,12.72,226642,12.53,193800,38210495
2019-06-11 10:30:15.000,000001.SZ,1.56022E+15,1.56022E+15,12.62,79,12.34,12.34,12.66,12.3,13.57,11.11,57853554,723886360,20343,12.91,12.19,12546974,9161323,12.63,25600,12.62,52900,12.64,54700,12.61,78400,12.65,295282,12.6,58200,12.66,782760,12.59,33900,12.67,192900,12.58,14300,12.68,503168,12.57,37400,12.69,331100,12.56,145900,12.7,868000,12.55,141016,12.71,133143,12.54,114673,12.72,226642,12.53,193800,38233688
2019-06-11 10:30:18.000,000001.SZ,1.56022E+15,1.56022E+15,12.63,79,12.34,12.34,12.66,12.3,13.57,11.11,57860154,723969655,20351,12.91,12.19,12550674,9153023,12.63,27400,12.62,46600,12.64,54000,12.61,78400,12.65,295382,12.6,58200,12.66,782760,12.59,33900,12.67,192900,12.58,14300,12.68,504168,12.57,37400,12.69,331100,12.56,142900,12.7,868000,12.55,141016,12.71,133143,12.54,115373,12.72,226642,12.53,193800,38257849
2019-06-11 10:30:21.000,000001.SZ,1.56022E+15,1.56022E+15,12.62,79,12.34,12.34,12.66,12.3,13.57,11.11,57875054,724157723,20355,12.91,12.19,12573074,9156223,12.63,30400,12.62,42100,12.64,54600,12.61,78400,12.65,308582,12.6,57900,12.66,782960,12.59,33900,12.67,192900,12.58,14300,12.68,504168,12.57,37400,12.69,331100,12.56,142900,12.7,871000,12.55,141016,12.71,133143,12.54,115373,12.72,226642,12.53,193800,38282845
2019-06-11 10:30:24.000,000001.SZ,1.56022E+15,1.56022E+15,12.63,79,12.34,12.34,12.66,12.3,13.57,11.11,57884754,724280226,20366,12.91,12.19,12558974,9156323,12.63,25400,12.62,41400,12.64,56600,12.61,80000,12.65,296582,12.6,57900,12.66,782960,12.59,33900,12.67,192900,12.58,15300,12.68,504168,12.57,37400,12.69,331100,12.56,142900,12.7,871000,12.55,141016,12.71,133143,12.54,115373,12.72,226642,12.53,193800,38307076
2019-06-11 10:30:27.000,000001.SZ,1.56022E+15,1.56022E+15,12.62,79,12.34,12.34,12.66,12.3,13.57,11.11,57911654,724619905,20380,12.91,12.19,12537774,9154023,12.63,6300,12.62,38700,12.64,56600,12.61,80300,12.65,297182,12.6,57900,12.66,782960,12.59,33900,12.67,187900,12.58,15300,12.68,506468,12.57,37400,12.69,331100,12.56,142900,12.7,871000,12.55,141116,12.71,133143,12.54,115373,12.72,226642,12.53,193800,38331221
2019-06-11 10:30:30.000,000001.SZ,1.56022E+15,1.56022E+15,12.63,79,12.34,12.34,12.66,12.3,13.57,11.11,57912454,724630009,20381,12.91,12.19,12545774,9136423,12.63,8300,12.62,38800,12.64,60200,12.61,80300,12.65,298682,12.6,47200,12.66,782960,12.59,33900,12.67,187900,12.58,15300,12.68,506468,12.57,37400,12.69,331100,12.56,142900,12.7,871000,12.55,141116,12.71,133143,12.54,115373,12.72,226642,12.53,193800,38356627
2019-06-11 10:30:33.000,000001.SZ,1.56022E+15,1.56022E+15,12.63,79,12.34,12.34,12.66,12.3,13.57,11.11,57917554,724694417,20387,12.91,12.19,12559074,9135023,12.63,14100,12.62,38300,12.64,62800,12.61,76700,12.65,303382,12.6,50600,12.66,782460,12.59,33900,12.67,186900,12.58,15300,12.68,506368,12.57,37400,12.69,331100,12.56,142900,12.7,871000,12.55,141116,12.71,133143,12.54,114673,12.72,226642,12.53,193800,38380713
2019-06-11 10:30:36.000,000001.SZ,1.56022E+15,1.56022E+15,12.62,79,12.34,12.34,12.66,12.3,13.57,11.11,57924154,724777755,20400,12.91,12.19,12652374,9133023,12.63,24700,12.62,36700,12.64,63200,12.61,76700,12.65,304182,12.6,50600,12.66,782460,12.59,33900,12.67,186900,12.58,15300,12.68,506368,12.57,36900,12.69,331100,12.56,142900,12.7,951500,12.55,141116,12.71,133143,12.54,114673,12.72,226642,12.53,193800,38405482
2019-06-11 10:30:39.000,000001.SZ,1.56022E+15,1.56022E+15,12.63,79,12.34,12.34,12.66,12.3,13.57,11.11,57929554,724845923,20408,12.91,12.19,12906974,9125323,12.63,36000,12.62,33800,12.64,63700,12.61,76700,12.65,305782,12.6,51600,12.66,782460,12.59,33900,12.67,186900,12.58,15300,12.68,506368,12.57,36900,12.69,331200,12.56,142200,12.7,951500,12.55,141116,12.71,133143,12.54,114673,12.72,226642,12.53,193800,38430804
2019-06-11 10:30:42.000,000001.SZ,1.56022E+15,1.56022E+15,12.62,79,12.34,12.34,12.66,12.3,13.57,11.11,57950754,725113673,20421,12.91,12.19,12900074,9124823,12.63,16600,12.62,39200,12.64,63700,12.61,74700,12.65,306082,12.6,51600,12.66,783360,12.59,34300,12.67,187900,12.58,15300,12.68,506368,12.57,36900,12.69,333400,12.56,142200,12.7,951500,12.55,141116,12.71,133143,12.54,115673,12.72,226642,12.53,193800,38456101
2019-06-11 10:30:45.000,000001.SZ,1.56022E+15,1.56022E+15,12.63,79,12.34,12.34,12.66,12.3,13.57,11.11,57961254,725246239,20431,12.91,12.19,12903774,9117523,12.63,15200,12.62,35100,12.64,64300,12.61,74700,12.65,306382,12.6,48500,12.66,783560,12.59,34300,12.67,187900,12.58,15300,12.68,506368,12.57,36900,12.69,334400,12.56,141700,12.7,952100,12.55,142016,12.71,133143,12.54,115673,12.72,226642,12.53,193800,38480848
2019-06-11 10:30:48.000,000001.SZ,1.56022E+15,1.56022E+15,12.63,79,12.34,12.34,12.66,12.3,13.57,11.11,57965454,725299260,20438,12.91,12.19,12919474,9115523,12.63,19100,12.62,45900,12.64,64700,12.61,70900,12.65,309082,12.6,39400,12.66,783560,12.59,34300,12.67,187900,12.58,15300,12.68,506368,12.57,36900,12.69,334400,12.56,141700,12.7,957900,12.55,142016,12.71,133143,12.54,115673,12.72,226642,12.53,193600,38505481
