datetime,symbol,exchtime,localtime,last_prc,status,prev_close,open,high,low,high_limited,low_limited,volume,turnover,num_trades,weighted_ask_prc,weighted_bid_prc,total_ask_vol,total_bid_vol,ask_prc1,ask_vol1,bid_prc1,bid_vol1,ask_prc2,ask_vol2,bid_prc2,bid_vol2,ask_prc3,ask_vol3,bid_prc3,bid_vol3,ask_prc4,ask_vol4,bid_prc4,bid_vol4,ask_prc5,ask_vol5,bid_prc5,bid_vol5,ask_prc6,ask_vol6,bid_prc6,bid_vol6,ask_prc7,ask_vol7,bid_prc7,bid_vol7,ask_prc8,ask_vol8,bid_prc8,bid_vol8,ask_prc9,ask_vol9,bid_prc9,bid_vol9,ask_prc10,ask_vol10,bid_prc10,bid_vol10,num
2019-06-11 09:18:36.000,000001.SZ,1.56022E+15,1.56022E+15,0,73,12.34,0,0,0,13.57,11.11,0,0,0,0,0,0,0,12.35,88700,12.35,88700,0,0,0,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,541806
2019-06-11 09:19:03.000,000001.SZ,1.56022E+15,1.56022E+15,0,73,12.34,0,0,0,13.57,11.11,0,0,0,0,0,0,0,12.35,88700,12.35,88700,0,0,0,1400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,560834
2019-06-11 09:19:12.000,000001.SZ,1.56022E+15,1.56022E+15,0,73,12.34,0,0,0,13.57,11.11,0,0,0,0,0,0,0,12.35,88700,12.35,88700,0,0,0,900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,567194
2019-06-11 09:19:21.000,000001.SZ,1.56022E+15,1.56022E+15,0,73,12.34,0,0,0,13.57,11.11,0,0,0,0,0,0,0,12.35,89200,12.35,89200,0,0,0,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,573943
2019-06-11 09:19:30.000,000001.SZ,1.56022E+15,1.56022E+15,0,73,12.34,0,0,0,13.57,11.11,0,0,0,0,0,0,0,12.34,109600,12.34,109600,0,34200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,580428
2019-06-11 09:19:39.000,000001.SZ,1.56022E+15,1.56022E+15,0,73,12.34,0,0,0,13.57,11.11,0,0,0,0,0,0,0,12.34,104700,12.34,104700,0,39100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,586934
2019-06-11 09:19:48.000,000001.SZ,1.56022E+15,1.56022E+15,0,73,12.34,0,0,0,13.57,11.11,0,0,0,0,0,0,0,12.34,101400,12.34,101400,0,44400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,593503
2019-06-11 09:19:57.000,000001.SZ,1.56022E+15,1.56022E+15,0,73,12.34,0,0,0,13.57,11.11,0,0,0,0,0,0,0,12.34,103600,12.34,103600,0,57700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,600091
2019-06-11 09:20:00.000,000001.SZ,1.56022E+15,1.56022E+15,0,73,12.34,0,0,0,13.57,11.11,0,0,0,0,0,0,0,12.34,110600,12.34,110600,0,50700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,602621
2019-06-11 09:20:09.000,000001.SZ,1.56022E+15,1.56022E+15,0,73,12.34,0,0,0,13.57,11.11,0,0,0,0,0,0,0,12.34,122600,12.34,122600,0,44900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,608287
2019-06-11 09:20:18.000,000001.SZ,1.56022E+15,1.56022E+15,0,73,12.34,0,0,0,13.57,11.11,0,0,0,0,0,0,0,12.34,122600,12.34,122600,0,47100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,614180
2019-06-11 09:20:27.000,000001.SZ,1.56022E+15,1.56022E+15,0,73,12.34,0,0,0,13.57,11.11,0,0,0,0,0,0,0,12.34,127600,12.34,127600,0,42200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,619962
2019-06-11 09:20:36.000,000001.SZ,1.56022E+15,1.56022E+15,0,73,12.34,0,0,0,13.57,11.11,0,0,0,0,0,0,0,12.34,147600,12.34,147600,0,22200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,625955
2019-06-11 09:20:45.000,000001.SZ,1.56022E+15,1.56022E+15,0,73,12.34,0,0,0,13.57,11.11,0,0,0,0,0,0,0,12.34,147600,12.34,147600,0,22900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,631900
2019-06-11 09:20:54.000,000001.SZ,1.56022E+15,1.56022E+15,0,73,12.34,0,0,0,13.57,11.11,0,0,0,0,0,0,0,12.34,147600,12.34,147600,0,25700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,638225
2019-06-11 09:21:03.000,000001.SZ,1.56022E+15,1.56022E+15,0,73,12.34,0,0,0,13.57,11.11,0,0,0,0,0,0,0,12.34,151400,12.34,151400,0,21900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,644805
2019-06-11 09:21:12.000,000001.SZ,1.56022E+15,1.56022E+15,0,73,12.34,0,0,0,13.57,11.11,0,0,0,0,0,0,0,12.34,151400,12.34,151400,0,22600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,651395
2019-06-11 09:21:21.000,000001.SZ,1.56022E+15,1.56022E+15,0,73,12.34,0,0,0,13.57,11.11,0,0,0,0,0,0,0,12.34,161400,12.34,161400,0,12600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,658178
2019-06-11 09:22:06.000,000001.SZ,1.56022E+15,1.56022E+15,0,73,12.34,0,0,0,13.57,11.11,0,0,0,0,0,0,0,12.34,161400,12.34,161400,0,14000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,692847
2019-06-11 09:22:15.000,000001.SZ,1.56022E+15,1.56022E+15,0,73,12.34,0,0,0,13.57,11.11,0,0,0,0,0,0,0,12.34,161500,12.34,161500,0,20900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,700161
2019-06-11 09:22:24.000,000001.SZ,1.56022E+15,1.56022E+15,0,73,12.34,0,0,0,13.57,11.11,0,0,0,0,0,0,0,12.34,161500,12.34,161500,0,21900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,707674
2019-06-11 09:22:42.000,000001.SZ,1.56022E+15,1.56022E+15,0,73,12.34,0,0,0,13.57,11.11,0,0,0,0,0,0,0,12.34,161500,12.34,161500,0,124600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,723261
2019-06-11 09:22:51.000,000001.SZ,1.56022E+15,1.56022E+15,0,73,12.34,0,0,0,13.57,11.11,0,0,0,0,0,0,0,12.34,162900,12.34,162900,0,123200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,731552
2019-06-11 09:23:00.000,000001.SZ,1.56022E+15,1.56022E+15,0,73,12.34,0,0,0,13.57,11.11,0,0,0,0,0,0,0,12.34,286100,12.34,286100,0,0,0,4200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,739927
2019-06-11 09:23:09.000,000001.SZ,1.56022E+15,1.56022E+15,0,73,12.34,0,0,0,13.57,11.11,0,0,0,0,0,0,0,12.34,286400,12.34,286400,0,0,0,8000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,748555
2019-06-11 09:23:18.000,000001.SZ,1.56022E+15,1.56022E+15,0,73,12.34,0,0,0,13.57,11.11,0,0,0,0,0,0,0,12.34,286400,12.34,286400,0,0,0,11400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,757490
2019-06-11 09:23:27.000,000001.SZ,1.56022E+15,1.56022E+15,0,73,12.34,0,0,0,13.57,11.11,0,0,0,0,0,0,0,12.34,294400,12.34,294400,0,0,0,3900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,767019
2019-06-11 09:23:45.000,000001.SZ,1.56022E+15,1.56022E+15,0,73,12.34,0,0,0,13.57,11.11,0,0,0,0,0,0,0,12.34,294400,12.34,294400,0,0,0,166400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,787176
2019-06-11 09:23:54.000,000001.SZ,1.56022E+15,1.56022E+15,0,73,12.34,0,0,0,13.57,11.11,0,0,0,0,0,0,0,12.35,401300,12.35,401300,0,112700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,797572
2019-06-11 09:24:03.000,000001.SZ,1.56022E+15,1.56022E+15,0,73,12.34,0,0,0,13.57,11.11,0,0,0,0,0,0,0,12.35,401300,12.35,401300,0,119700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,808928
2019-06-11 09:24:12.000,000001.SZ,1.56022E+15,1.56022E+15,0,73,12.34,0,0,0,13.57,11.11,0,0,0,0,0,0,0,12.35,401300,12.35,401300,0,122500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,821364
2019-06-11 09:24:21.000,000001.SZ,1.56022E+15,1.56022E+15,0,73,12.34,0,0,0,13.57,11.11,0,0,0,0,0,0,0,12.35,402300,12.35,402300,0,186900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,836268
